,run,precision,recall,f1,seg_id,num_endpoints,endpoints,invalidation_d,num_laplacian_iters,decimation_factor,comments,proposed_endpoints
42,43,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,60,0.41888888888888900,good,"[[127627 180937  21828]
 [127851 168285  22143]
 [145834 168947  22018]]"
43,44,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,60,0.47333333333333300,good,"[[127627 180937  21828]
 [127875 168297  22143]
 [145834 168947  22018]]"
44,45,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,60,0.5277777777777780,good,"[[127627 180937  21828]
 [127875 168297  22143]
 [145836 168945  22018]]"
45,46,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,60,0.5822222222222220,good,"[[127627 180937  21828]
 [127875 168297  22143]
 [145836 168945  22018]]"
46,47,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,60,0.6366666666666670,good,"[[127627 180937  21828]
 [127873 168296  22143]
 [145836 168945  22018]]"
47,48,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,60,0.6911111111111110,good,"[[127627 180937  21828]
 [127870 168294  22143]
 [145836 168945  22018]]"
48,49,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,60,0.7455555555555560,good,"[[127627 180937  21828]
 [127834 168508  22169]
 [145836 168945  22018]]"
49,50,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,60,0.8,good,"[[127631 180940  21828]
 [127834 168508  22169]
 [145836 168945  22018]]"
50,51,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,70,0.31,good,"[[127628 180937  21828]
 [127851 168285  22143]
 [145725 168677  22031]]"
51,52,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,70,0.36444444444444400,good,"[[127628 180937  21828]
 [127851 168285  22143]
 [145725 168677  22031]]"
52,53,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,70,0.41888888888888900,good,"[[127628 180937  21828]
 [127851 168285  22143]
 [145833 168947  22018]]"
53,54,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,70,0.47333333333333300,good,"[[127628 180937  21828]
 [127875 168297  22143]
 [145833 168947  22018]]"
54,55,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,70,0.5277777777777780,good,"[[127628 180937  21828]
 [127875 168297  22143]
 [145836 168945  22018]]"
55,56,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,70,0.5822222222222220,good,"[[127628 180937  21828]
 [127875 168297  22143]
 [145836 168945  22018]]"
56,57,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,70,0.6366666666666670,good,"[[127627 180937  21828]
 [127875 168297  22143]
 [145836 168945  22018]]"
57,58,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,70,0.6911111111111110,good,"[[127627 180937  21828]
 [127874 168296  22143]
 [145836 168945  22018]]"
58,59,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,70,0.7455555555555560,good,"[[127627 180937  21828]
 [127870 168294  22143]
 [145836 168945  22018]]"
59,60,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,70,0.8,good,"[[127631 180939  21828]
 [127834 168508  22169]
 [145836 168945  22018]]"
60,61,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,80,0.31,good,"[[127628 180937  21828]
 [127901 168305  22142]
 [145725 168677  22031]]"
61,62,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,80,0.36444444444444400,good,"[[127628 180937  21828]
 [127856 168288  22143]
 [145725 168677  22031]]"
62,63,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,80,0.41888888888888900,good,"[[127628 180937  21828]
 [127877 168297  22143]
 [145833 168947  22018]]"
63,64,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,80,0.47333333333333300,good,"[[127628 180937  21828]
 [127877 168297  22143]
 [145833 168947  22018]]"
64,65,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,80,0.5277777777777780,good,"[[127628 180937  21828]
 [127877 168298  22143]
 [145836 168944  22018]]"
65,66,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,80,0.5822222222222220,good,"[[127628 180937  21828]
 [127877 168298  22143]
 [145836 168944  22018]]"
66,67,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,80,0.6366666666666670,good,"[[127628 180937  21828]
 [127877 168298  22143]
 [145828 168947  22018]]"
67,68,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,80,0.6911111111111110,good,"[[127628 180937  21828]
 [127877 168298  22143]
 [145836 168944  22018]]"
68,69,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,80,0.7455555555555560,good,"[[127628 180937  21828]
 [127877 168298  22143]
 [145836 168944  22018]]"
69,70,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,80,0.8,good,"[[127632 180939  21828]
 [127834 168508  22169]
 [145836 168944  22018]]"
70,71,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,90,0.31,good,"[[127628 180936  21828]
 [127890 168303  22143]
 [145726 168677  22031]]"
71,72,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,90,0.36444444444444400,good,"[[127628 180936  21828]
 [127877 168297  22143]
 [145726 168677  22031]]"
72,73,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,90,0.41888888888888900,good,"[[127629 180936  21828]
 [127877 168297  22143]
 [145832 168947  22018]]"
73,74,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,90,0.47333333333333300,good,"[[127629 180936  21828]
 [127877 168297  22143]
 [145832 168947  22018]]"
74,75,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,90,0.5277777777777780,good,"[[127629 180936  21828]
 [127877 168297  22143]
 [145835 168944  22018]]"
75,76,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,90,0.5822222222222220,good,"[[127629 180936  21828]
 [127877 168297  22143]
 [145827 168947  22018]]"
76,77,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,90,0.6366666666666670,good,"[[127628 180936  21828]
 [127877 168297  22143]
 [145827 168947  22018]]"
77,78,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,90,0.6911111111111110,good,"[[127628 180936  21828]
 [127877 168297  22143]
 [145835 168944  22018]]"
78,79,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,90,0.7455555555555560,good,"[[127628 180936  21828]
 [127877 168297  22143]
 [145835 168944  22018]]"
79,80,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,90,0.8,good,"[[127632 180938  21828]
 [127834 168507  22169]
 [145835 168944  22018]]"
80,81,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,100,0.31,good,"[[127629 180935  21828]
 [127903 168308  22142]
 [145726 168677  22031]]"
81,82,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,100,0.36444444444444400,good,"[[127629 180935  21828]
 [127878 168298  22143]
 [145726 168677  22031]]"
82,83,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,100,0.41888888888888900,good,"[[127629 180936  21828]
 [127878 168298  22143]
 [145832 168947  22018]]"
83,84,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,100,0.47333333333333300,good,"[[127629 180936  21828]
 [127878 168298  22143]
 [145832 168947  22018]]"
84,85,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,100,0.5277777777777780,good,"[[127629 180936  21828]
 [127878 168298  22143]
 [145835 168944  22018]]"
85,86,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,100,0.5822222222222220,good,"[[127629 180936  21828]
 [127878 168298  22143]
 [145835 168944  22018]]"
86,87,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,100,0.6366666666666670,good,"[[127629 180936  21828]
 [127878 168298  22143]
 [145835 168944  22018]]"
87,88,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,100,0.6911111111111110,good,"[[127629 180936  21828]
 [127878 168298  22143]
 [145835 168944  22018]]"
88,89,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,100,0.7455555555555560,good,"[[127629 180936  21828]
 [127878 168298  22143]
 [145835 168944  22018]]"
89,90,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,100,0.8,good,"[[127633 180938  21828]
 [127834 168507  22169]
 [145835 168944  22018]]"
90,91,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,110,0.31,good,"[[127629 180935  21828]
 [127848 168282  22143]
 [145726 168677  22031]]"
91,92,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,110,0.36444444444444400,good,"[[127629 180935  21828]
 [127848 168282  22143]
 [145726 168677  22031]]"
92,93,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,110,0.41888888888888900,good,"[[127630 180936  21828]
 [127848 168282  22143]
 [145832 168947  22018]]"
93,94,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,110,0.47333333333333300,good,"[[127630 180936  21828]
 [127848 168282  22143]
 [145832 168947  22018]]"
94,95,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,110,0.5277777777777780,good,"[[127630 180936  21828]
 [127848 168282  22143]
 [145835 168944  22018]]"
95,96,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,110,0.5822222222222220,good,"[[127630 180936  21828]
 [127848 168282  22143]
 [145835 168944  22018]]"
96,97,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,110,0.6366666666666670,good,"[[127629 180936  21828]
 [127848 168282  22143]
 [145835 168944  22018]]"
97,98,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,110,0.6911111111111110,good,"[[127629 180936  21828]
 [127848 168282  22143]
 [145835 168944  22018]]"
98,99,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,110,0.7455555555555560,good,"[[127629 180936  21828]
 [127877 168297  22143]
 [145835 168944  22018]]"
99,100,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,110,0.8,good,"[[127633 180938  21828]
 [127875 168296  22143]
 [145835 168944  22018]]"
100,101,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,120,0.31,good,"[[127630 180936  21828]
 [127848 168282  22143]
 [145726 168672  22031]]"
101,102,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,120,0.36444444444444400,good,"[[127630 180936  21828]
 [127848 168282  22143]
 [145727 168678  22031]]"
102,103,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,120,0.41888888888888900,good,"[[127630 180936  21828]
 [127848 168282  22143]
 [145832 168946  22018]]"
103,104,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,120,0.47333333333333300,good,"[[127630 180935  21828]
 [127848 168282  22143]
 [145832 168946  22018]]"
104,105,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,120,0.5277777777777780,good,"[[127630 180935  21828]
 [127848 168282  22143]
 [145827 168947  22018]]"
105,106,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,120,0.5822222222222220,good,"[[127630 180935  21828]
 [127848 168282  22143]
 [145827 168947  22018]]"
106,107,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,120,0.6366666666666670,good,"[[127630 180935  21828]
 [127848 168282  22143]
 [145827 168947  22018]]"
107,108,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,120,0.6911111111111110,good,"[[127630 180935  21828]
 [127848 168282  22143]
 [145835 168944  22018]]"
108,109,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,120,0.7455555555555560,good,"[[127630 180936  21828]
 [127875 168296  22143]
 [145835 168944  22018]]"
109,110,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,120,0.8,good,"[[127630 180936  21828]
 [127875 168296  22143]
 [145835 168944  22018]]"
110,111,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,130,0.31,good,"[[127631 180936  21828]
 [127849 168282  22143]
 [145726 168672  22031]]"
111,112,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,130,0.36444444444444400,good,"[[127631 180936  21828]
 [127849 168282  22143]
 [145727 168678  22031]]"
112,113,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,130,0.41888888888888900,good,"[[127631 180936  21828]
 [127849 168282  22143]
 [145727 168678  22031]]"
113,114,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,130,0.47333333333333300,good,"[[127630 180935  21828]
 [127849 168282  22143]
 [145832 168946  22018]]"
114,115,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,130,0.5277777777777780,good,"[[127630 180935  21828]
 [127849 168282  22143]
 [145827 168947  22018]]"
115,116,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,130,0.5822222222222220,good,"[[127630 180935  21828]
 [127849 168282  22143]
 [145827 168947  22018]]"
116,117,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,130,0.6366666666666670,good,"[[127630 180935  21828]
 [127849 168282  22143]
 [145834 168943  22018]]"
117,118,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,130,0.6911111111111110,good,"[[127630 180935  21828]
 [127849 168282  22143]
 [145834 168943  22018]]"
