,index,run,precision,recall,f1,seg_id,num_endpoints,endpoints,invalidation_d,num_humfrey_iters,decimation_factor,comments,proposed_endpoints
32,32,1,0.5,0.5,0.5,864691135452288336,2,"[[103494 249888  18886]
 [ 95051 235495  18680]]",5600,125,0.5,good,"[[ 95053 235453  18677]
 [104954 249644  18777]]"
33,33,1,0.7142857142857143,1.0,0.8333333333333333,864691135770899279,5,"[[ 89795 241829  19735]
 [ 92006 236451  19553]
 [ 83827 237824  19706]
 [ 83818 240029  19685]
 [ 79493 232299  19806]]",5600,125,0.5,good,"[[ 85784 238137  19950]
 [ 89878 241916  19734]
 [ 92063 236354  19551]
 [ 79453 232238  19811]
 [ 84512 237921  20181]
 [ 83797 237807  19704]
 [ 83769 240131  19675]]"
34,34,1,1.0,1.0,1.0,864691135086426256,2,"[[ 92375 244828  19552]
 [ 89922 247651  20068]]",5600,125,0.5,good,"[[ 89930 247640  20067]
 [ 92509 244812  19551]]"
35,35,1,0.5454545454545454,0.8571428571428571,0.6666666666666665,864691136339366110,7,"[[ 99421 237973  18886]
 [118801 231687  18346]
 [ 99834 231257  18886]
 [ 83955 228517  18160]
 [101885 213030  17722]
 [ 95893 197762  16390]
 [ 83218 198424  17497]]",5600,125,0.5,good,"[[ 87431 205793  17760]
 [100103 231162  18875]
 [ 83943 228492  18159]
 [ 95744 216364  17817]
 [ 99218 237979  18852]
 [ 89449 212814  17892]
 [ 83100 198319  17495]
 [118865 231594  18350]
 [ 94626 223295  18433]
 [ 86659 199112  17492]
 [101871 213056  17717]]"
36,36,1,0.5,0.6666666666666666,0.5714285714285715,864691135465651024,3,"[[103084 242200  18886]
 [110692 237219  18434]
 [111502 242338  18430]]",5600,125,0.5,good,"[[105645 240036  18641]
 [102926 242254  18886]
 [110606 237024  18445]
 [111357 241829  18377]]"
37,37,1,0.25,0.3333333333333333,0.2857142857142857,864691135445716048,3,"[[101395 241109  18886]
 [ 95743 240134  17874]
 [ 88413 241445  18707]]",5600,125,0.5,good,"[[ 92705 240810  18070]
 [ 94273 240177  18087]
 [ 96684 239765  17889]
 [ 88288 241201  18691]]"
38,38,1,1.0,1.0,1.0,864691136255860877,2,"[[108790 257101  19282]
 [124559 269371  19408]]",5600,125,0.5,good,"[[124637 269422  19411]
 [108755 257085  19283]]"
39,39,1,1.0,0.6666666666666666,0.8,864691135243838259,3,"[[238371 242473  22476]
 [238457 244555  22569]
 [244655 242054  22367]]",5600,125,0.5,good,"[[238450 244546  22568]
 [244605 242201  22355]]"
40,40,1,1.0,1.0,1.0,864691135973152383,3,"[[214003 239696  22150]
 [207975 242223  21811]
 [207392 247744  21826]]",5600,125,0.5,good,"[[207387 247588  21826]
 [214087 239668  22151]
 [207987 242201  21809]]"
41,41,1,1.0,1.0,1.0,864691136020765090,2,"[[229738 242657  23002]
 [232273 221019  24296]]",5600,125,0.5,good,"[[232276 220993  24296]
 [229693 242372  23002]]"
42,42,1,0.6666666666666666,1.0,0.8,864691136533382236,2,"[[215980 250188  22175]
 [216934 252017  21871]]",5600,125,0.5,good,"[[216132 251624  22043]
 [215647 250132  22156]
 [216893 252072  21851]]"
43,43,1,1.0,1.0,1.0,864691135701025416,3,"[[107780 233751  21951]
 [102886 233653  21793]
 [101029 231512  21571]]",5600,125,0.5,good,"[[101069 231466  21572]
 [107964 233696  21923]
 [102862 233653  21793]]"
44,44,1,1.0,1.0,1.0,864691134992553950,2,"[[136200 231009  21675]
 [137726 231340  21467]]",5600,125,0.5,good,"[[136067 230993  21674]
 [137713 231341  21466]]"
45,45,1,1.0,1.0,1.0,864691136332218590,2,"[[115538 236798  23272]
 [119437 236091  24379]]",5600,125,0.5,good,"[[119391 236093  24377]
 [115441 236767  23271]]"
46,46,1,1.0,1.0,1.0,864691135154890214,2,"[[105962 225371  22049]
 [105764 225119  22040]]",5600,125,0.5,good,"[[105748 225109  22039]
 [106111 225403  22048]]"
47,47,1,1.0,1.0,1.0,864691135619456283,2,"[[106751 240190  22672]
 [105119 240360  22705]]",5600,125,0.5,good,"[[106761 240165  22672]
 [105092 240358  22705]]"
48,48,1,0.2857142857142857,0.25,0.2666666666666666,864691135352678386,8,"[[111507 222732  22035]
 [103133 218005  21203]
 [102041 153623  21675]
 [112350 146522  21642]
 [ 99727 149747  20928]
 [ 92904 105009  21852]
 [ 98126 159248  21078]
 [ 95362 152436  20927]]",5600,125,0.5,good,"[[110902 220736  21913]
 [102934 217946  21223]
 [108621 198217  21044]
 [107147 188954  21228]
 [109455 205642  21250]
 [109879 202629  21315]
 [111624 222888  22035]]"
49,49,1,1.0,1.0,1.0,864691135410018528,3,"[[110710 238814  22885]
 [108984 238250  23105]
 [109103 239918  23104]]",5600,125,0.5,good,"[[110886 238769  22883]
 [108989 240117  23110]
 [109084 237984  23086]]"
50,50,1,1.0,1.0,1.0,864691136300402398,2,"[[114302 226209  22036]
 [122799 224013  21841]]",5600,125,0.5,good,"[[114277 226051  22019]
 [122801 223998  21840]]"
51,51,1,1.0,1.0,1.0,864691135064182662,2,"[[108331 239439  22553]
 [108001 239551  22547]]",5600,125,0.5,good,"[[108668 239788  22548]
 [107987 239504  22547]]"
52,52,1,0.3333333333333333,0.5,0.4,864691136320471262,2,"[[138540 218696  26348]
 [113372 224291  24259]]",5600,125,0.5,good,"[[113060 224014  24356]
 [134388 220361  26036]
 [138662 218656  26349]]"
53,53,1,0.5,0.5,0.5,864691134952775929,2,"[[114948 194594  24243]
 [111880 193451  24003]]",5600,125,0.5,good,"[[112870 193696  24055]
 [114964 194584  24243]]"
54,54,1,1.0,1.0,1.0,864691135800647092,2,"[[124463 104387  26580]
 [119649  95511  26587]]",5600,125,0.5,good,"[[119638  95503  26586]
 [124471 104530  26574]]"
55,55,1,0.5,1.0,0.6666666666666666,864691136819565166,2,"[[138830 217418  26348]
 [119661 181314  25228]]",5600,125,0.5,good,"[[119669 181238  25226]
 [130198 213109  25333]
 [138840 217391  26348]
 [136926 214167  25638]]"
56,56,1,1.0,1.0,1.0,864691136159416333,2,"[[139743 217650  26348]
 [164292 216295  23395]]",5600,125,0.5,good,"[[139762 217654  26348]
 [164288 216267  23392]]"
57,57,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,864691136019108433,3,"[[128688 164321  26262]
 [122720 160983  25666]
 [119788 145710  25344]]",5600,125,0.5,good,"[[124450 160123  25769]
 [128786 164754  26265]
 [119822 145665  25346]]"
58,58,1,1.0,1.0,1.0,864691135431359971,2,"[[123195 178592  21507]
 [122128 178347  21278]]",5600,125,0.5,good,"[[123152 178553  21508]
 [122001 178378  21275]]"
59,59,1,0.5,0.5,0.5,864691135422747497,2,"[[120495 185235  21512]
 [120221 188999  20922]]",5600,125,0.5,good,"[[120212 185245  21479]
 [119623 188980  20932]]"
60,60,1,1.0,1.0,1.0,864691135066358591,2,"[[136079 182458  20917]
 [136402 182192  20846]]",5600,125,0.5,good,"[[136090 182401  20912]
 [136350 182171  20845]]"
61,61,1,1.0,1.0,1.0,864691135243409363,2,"[[125651 179253  21829]
 [134788 162962  23513]]",5600,125,0.5,good,"[[134809 163001  23515]
 [125667 179240  21827]]"
62,62,1,0.75,1.0,0.8571428571428571,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,125,0.5,good,"[[127991 175530  22269]
 [127837 168509  22170]
 [127643 180930  21827]
 [145838 168946  22018]]"
63,63,1,1.0,1.0,1.0,864691134734207271,2,"[[122541 156621  23215]
 [123400 153233  23659]]",5600,125,0.5,good,"[[122507 156631  23212]
 [123046 153356  23632]]"
64,64,1,0.5,0.5,0.5,864691135108352130,2,"[[105079 184428  21958]
 [101985 184289  22036]]",5600,125,0.5,good,"[[103166 184225  22014]
 [105112 184446  21957]]"
65,65,1,1.0,1.0,1.0,864691134163330198,2,"[[124325 184170  21779]
 [124064 184357  21809]]",5600,125,0.5,good,"[[123908 184510  21810]
 [124386 184032  21778]]"
66,66,1,1.0,1.0,1.0,864691135224157062,2,"[[313505 161103  18580]
 [314477 162881  18717]]",5600,125,0.5,good,"[[314462 162872  18716]
 [313369 161001  18587]]"
67,67,1,1.0,1.0,1.0,864691136694775836,2,"[[307899  98712  19067]
 [309700  87653  19669]]",5600,125,0.5,good,"[[307876  98733  19067]
 [309699  87623  19669]]"
68,68,1,1.0,1.0,1.0,864691135632675511,3,"[[286807  94503  18046]
 [291939  86875  18287]
 [286266  89000  18566]]",5600,125,0.5,good,"[[286754  94574  18046]
 [286233  88973  18565]
 [291916  86854  18287]]"
69,69,1,0.0,0.0,,864691135707508054,2,"[[299555 102903  17377]
 [299986 100770  17256]]",5600,125,0.5,good,"[[299954 101511  17285]
 [299156 102231  17323]]"
70,70,1,0.5,0.5,0.5,864691135008495997,2,"[[280639  88256  18965]
 [280377  87163  19077]]",5600,125,0.5,good,"[[280369  87070  19072]
 [281211  87765  19069]]"
71,71,1,1.0,1.0,1.0,864691135867535786,2,"[[299386 144111  17853]
 [308152 142095  17214]]",5600,125,0.5,good,"[[308075 141981  17253]
 [299333 144078  17854]]"
72,72,1,1.0,1.0,1.0,864691133661730792,2,"[[283057 132640  16711]
 [282934 132656  16737]]",5600,125,0.5,good,"[[282876 132677  16736]
 [283048 132633  16709]]"
73,73,1,1.0,1.0,1.0,864691136615450396,2,"[[300397  94652  17399]
 [303732  84897  16745]]",5600,125,0.5,good,"[[300365  94656  17400]
 [303729  84851  16745]]"
74,74,1,1.0,1.0,1.0,864691135650898103,2,"[[284058  92219  17275]
 [280477  80185  16526]]",5600,125,0.5,good,"[[280459  80123  16525]
 [284087  92309  17277]]"
75,75,1,1.0,1.0,1.0,864691135279907910,2,"[[142439 252626  22975]
 [144188 253104  22654]]",5600,125,0.5,good,"[[144195 253163  22658]
 [142428 252610  22975]]"
76,76,1,0.5,0.5,0.5,864691134977448021,2,"[[114021 233743  22040]
 [112548 233575  22682]]",5600,125,0.5,good,"[[112327 233712  22657]
 [113340 233903  22080]]"
77,77,1,1.0,1.0,1.0,864691134235862095,2,"[[133389 255584  22054]
 [133595 255928  22130]]",5600,125,0.5,good,"[[133620 255966  22130]
 [133538 255844  22053]]"
78,78,1,0.0,0.0,,864691136123301507,2,"[[119057 255814  24248]
 [120636 255518  25187]]",5600,125,0.5,good,"[[118777 255407  24283]
 [120112 255341  25140]]"
79,79,1,0.375,1.0,0.5454545454545454,864691135434940914,3,"[[115300 229294  20749]
 [ 89806 185302  20453]
 [ 91679 127944  19550]]",5600,125,0.5,good,"[[109737 212014  20305]
 [ 89760 185342  20453]
 [ 96402 163393  19548]
 [ 98154 182655  19611]
 [ 95998 164084  19657]
 [115396 229490  20744]
 [ 91719 127782  19549]
 [104516 199465  19944]]"
80,80,1,0.4,1.0,0.5714285714285715,864691135816837566,2,"[[127036 252594  22227]
 [142688 236562  22581]]",5600,125,0.5,good,"[[132902 243093  22899]
 [141769 239124  22632]
 [142722 236575  22578]
 [127051 252661  22225]
 [141888 237937  22589]]"
81,81,1,0.5,0.6666666666666666,0.5714285714285715,864691135621495904,3,"[[346497  82778  27090]
 [339051  74578  26769]
 [339905  90093  27016]]",5600,125,0.5,good,"[[340285  89461  27058]
 [340264  75862  26977]
 [338862  74499  26774]
 [346702  82894  27091]]"
82,82,1,0.5,0.5,0.5,864691136357471324,2,"[[351839  91058  27284]
 [349567  97065  26976]]",5600,125,0.5,good,"[[348911  97223  27003]
 [351851  91047  27291]]"
83,83,1,1.0,1.0,1.0,864691136343165555,2,"[[357525  81584  25828]
 [358640  81180  25734]]",5600,125,0.5,good,"[[358593  81206  25732]
 [357494  81888  25808]]"
84,84,1,1.0,1.0,1.0,864691134890549721,2,"[[351987  86221  25848]
 [352110  86192  25831]]",5600,125,0.5,good,"[[351943  86211  25848]
 [352155  86220  25833]]"
85,85,1,0.5,0.5,0.5,864691135652094947,2,"[[347271  87374  25828]
 [347862  89018  24930]]",5600,125,0.5,good,"[[347572  88056  25784]
 [347975  89182  24923]]"
86,86,1,0.5833333333333334,0.7,0.6363636363636365,864691135609152739,10,"[[350303  87245  25848]
 [352494  73961  24070]
 [361312  78217  23289]
 [355414  99032  24187]
 [362931  90693  23843]
 [369298  84988  24004]
 [363628  84718  23270]
 [359997  79012  22863]
 [363894  77910  22917]
 [368113  80177  22869]]",5600,125,0.5,good,"[[362357  89415  24482]
 [369108  85073  24029]
 [350189  86875  25808]
 [360941  78468  23396]
 [352458  73896  24069]
 [363869  77935  22916]
 [368179  80449  22861]
 [355370  98899  24197]
 [363732  84815  23340]
 [359906  78922  22887]
 [362953  90719  23842]
 [364460  79960  22917]]"
87,87,1,1.0,1.0,1.0,864691135702260616,2,"[[111700 241689  22797]
 [110188 241117  22872]]",5600,125,0.5,good,"[[111951 241655  22804]
 [110190 241124  22871]]"
88,88,1,1.0,1.0,1.0,864691136235124174,2,"[[116186 247468  23275]
 [114619 246629  23503]]",5600,125,0.5,good,"[[116240 247528  23270]
 [114600 246529  23503]]"
89,89,1,0.5,0.5,0.5,864691136584897745,2,"[[103037 175591  18434]
 [ 99978 172371  18836]]",5600,125,0.5,good,"[[100010 172395  18841]
 [102559 175774  18513]]"
90,90,1,1.0,1.0,1.0,864691135258412858,2,"[[104045 175065  18434]
 [104250 162713  19999]]",5600,125,0.5,good,"[[104036 175081  18433]
 [104250 162698  20001]]"
91,91,1,1.0,1.0,1.0,864691134996628976,2,"[[ 84884 179330  16386]
 [ 84548 179822  16236]]",5600,125,0.5,good,"[[ 85008 179266  16385]
 [ 84456 179840  16237]]"
92,92,1,0.0,0.0,0.0,864691132647441812,2,"[[125649 172835  17141]
 [125655 172900  17179]]",5600,125,0.5,good,
93,93,1,0.4,1.0,0.5714285714285715,864691135507956420,2,"[[104286 187511  18434]
 [108856 189773  20406]]",5600,125,0.5,good,"[[107031 190947  20219]
 [105533 189773  20143]
 [104435 187230  18433]
 [108850 189766  20406]
 [105971 191175  19450]]"
94,94,1,0.5,0.5,0.5,864691136947970766,2,"[[103922 176481  18434]
 [100014 169299  19066]]",5600,125,0.5,good,"[[103937 176120  18447]
 [100373 169047  19093]]"
95,95,1,1.0,1.0,1.0,864691136810680430,2,"[[116389 195392  19326]
 [121899 191082  17880]]",5600,125,0.5,good,"[[121887 191045  17877]
 [116354 195416  19329]]"
96,96,1,0.5,0.5,0.5,864691135089638001,2,"[[122789 154701  20649]
 [122688 151314  20558]]",5600,125,0.5,good,"[[123318 151328  20572]
 [122738 154740  20649]]"
97,97,1,0.3333333333333333,0.5,0.4,864691135319600870,2,"[[106608 111803  20796]
 [ 98290  97555  21045]]",5600,125,0.5,good,"[[104882 104419  20465]
 [106878 111714  20734]
 [ 98250  97521  21044]]"
98,98,1,0.6666666666666666,1.0,0.8,864691136558839249,2,"[[103138 188530  21200]
 [ 91780 189141  20879]]",5600,125,0.5,good,"[[100119 188593  21097]
 [ 91811 189490  20895]
 [103261 188532  21198]]"
99,99,1,0.5,0.5,0.5,864691135458639120,2,"[[127475 206611  21525]
 [128120 207267  21512]]",5600,125,0.5,good,"[[127403 206533  21524]
 [127619 207230  21462]]"
