,run,precision,recall,f1,seg_id,num_endpoints,endpoints,invalidation_d,num_bilaplacian_iters,decimation_factor,comments,proposed_endpoints
55,1,0.3333333333333333,1.0,0.5,864691136819565166,2,"[[138830 217418  26348]
 [119661 181314  25228]]",5600,60,0.5,good,"[[123640 206960  24931]
 [130214 213091  25332]
 [136917 214163  25639]
 [138846 217421  26347]
 [117786 183864  25041]
 [119670 181234  25226]]"
56,1,1.0,1.0,1.0,864691136159416333,2,"[[139743 217650  26348]
 [164292 216295  23395]]",5600,60,0.5,good,"[[139751 217657  26348]
 [164288 216263  23393]]"
57,1,1.0,0.6666666666666666,0.8,864691136019108433,3,"[[128688 164321  26262]
 [122720 160983  25666]
 [119788 145710  25344]]",5600,60,0.5,good,"[[119818 145667  25346]
 [128787 164740  26265]]"
58,1,1.0,1.0,1.0,864691135431359971,2,"[[123195 178592  21507]
 [122128 178347  21278]]",5600,60,0.5,good,"[[123187 178565  21507]
 [122012 178378  21275]]"
59,1,0.5,0.5,0.5,864691135422747497,2,"[[120495 185235  21512]
 [120221 188999  20922]]",5600,60,0.5,good,"[[120214 185237  21479]
 [119628 188985  20933]]"
60,1,0.5,0.5,0.5,864691135066358591,2,"[[136079 182458  20917]
 [136402 182192  20846]]",5600,60,0.5,good,"[[136353 182183  20845]
 [135897 182108  20856]]"
61,1,0.6666666666666666,1.0,0.8,864691135243409363,2,"[[125651 179253  21829]
 [134788 162962  23513]]",5600,60,0.5,good,"[[133054 170328  22975]
 [134809 163000  23514]
 [125650 179259  21828]]"
62,1,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5600,60,0.5,good,"[[127644 180935  21827]
 [145835 168945  22018]
 [127833 168508  22169]]"
63,1,1.0,1.0,1.0,864691134734207271,2,"[[122541 156621  23215]
 [123400 153233  23659]]",5600,60,0.5,good,"[[123652 153410  23645]
 [122512 156626  23212]]"
64,1,1.0,1.0,1.0,864691135108352130,2,"[[105079 184428  21958]
 [101985 184289  22036]]",5600,60,0.5,good,"[[105103 184455  21958]
 [101974 184302  22035]]"
65,1,1.0,1.0,1.0,864691134163330198,2,"[[124325 184170  21779]
 [124064 184357  21809]]",5600,60,0.5,good,"[[123928 184515  21810]
 [124386 184055  21779]]"
66,1,1.0,1.0,1.0,864691135224157062,2,"[[313505 161103  18580]
 [314477 162881  18717]]",5600,60,0.5,good,"[[314472 162871  18717]
 [313369 161016  18585]]"
67,1,1.0,1.0,1.0,864691136694775836,2,"[[307899  98712  19067]
 [309700  87653  19669]]",5600,60,0.5,good,"[[307886  98728  19067]
 [309695  87631  19668]]"
68,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,864691135632675511,3,"[[286807  94503  18046]
 [291939  86875  18287]
 [286266  89000  18566]]",5600,60,0.5,good,"[[291650  87525  18291]
 [286236  88980  18566]
 [286751  94587  18047]]"
69,1,0.5,0.5,0.5,864691135707508054,2,"[[299555 102903  17377]
 [299986 100770  17256]]",5600,60,0.5,good,"[[299154 102248  17323]
 [299971 100720  17257]]"
70,1,0.5,0.5,0.5,864691135008495997,2,"[[280639  88256  18965]
 [280377  87163  19077]]",5600,60,0.5,good,"[[280359  87068  19072]
 [281206  87760  19069]]"
71,1,0.3333333333333333,0.5,0.4,864691135867535786,2,"[[299386 144111  17853]
 [308152 142095  17214]]",5600,60,0.5,good,"[[306434 144520  17638]
 [299322 144073  17853]
 [307757 141464  17254]]"
72,1,1.0,1.0,1.0,864691133661730792,2,"[[283057 132640  16711]
 [282934 132656  16737]]",5600,60,0.5,good,"[[283048 132630  16709]
 [282894 132662  16737]]"
73,1,1.0,1.0,1.0,864691136615450396,2,"[[300397  94652  17399]
 [303732  84897  16745]]",5600,60,0.5,good,"[[303740  84905  16746]
 [300363  94654  17400]]"
74,1,0.5,0.5,0.5,864691135650898103,2,"[[284058  92219  17275]
 [280477  80185  16526]]",5600,60,0.5,good,"[[283572  91530  17213]
 [280459  80130  16525]]"
75,1,1.0,1.0,1.0,864691135279907910,2,"[[142439 252626  22975]
 [144188 253104  22654]]",5600,60,0.5,good,"[[144165 253111  22652]
 [142434 252613  22975]]"
76,1,0.6666666666666666,1.0,0.8,864691134977448021,2,"[[114021 233743  22040]
 [112548 233575  22682]]",5600,60,0.5,good,"[[112904 233953  22280]
 [113897 234155  22039]
 [112561 233555  22687]]"
77,1,1.0,1.0,1.0,864691134235862095,2,"[[133389 255584  22054]
 [133595 255928  22130]]",5600,60,0.5,good,"[[133618 255964  22130]
 [133535 255842  22053]]"
78,1,0.5,1.0,0.6666666666666666,864691136123301507,2,"[[119057 255814  24248]
 [120636 255518  25187]]",5600,60,0.5,good,"[[117898 255367  24833]
 [120628 255514  25187]
 [117865 255176  24823]
 [119186 255808  24247]]"
79,1,0.375,1.0,0.5454545454545454,864691135434940914,3,"[[115300 229294  20749]
 [ 89806 185302  20453]
 [ 91679 127944  19550]]",5600,60,0.5,good,"[[ 91686 127783  19551]
 [115388 229217  20727]
 [101547 195659  19849]
 [ 98161 182651  19612]
 [104500 199460  19944]
 [ 95998 164084  19657]
 [ 89631 185373  20468]
 [ 96400 163399  19549]]"
80,1,0.5,1.0,0.6666666666666666,864691135816837566,2,"[[127036 252594  22227]
 [142688 236562  22581]]",5600,60,0.5,good,"[[141762 239123  22632]
 [141888 237931  22588]
 [127036 252619  22225]
 [142709 236576  22579]]"
81,1,0.75,1.0,0.8571428571428571,864691135621495904,3,"[[346497  82778  27090]
 [339051  74578  26769]
 [339905  90093  27016]]",5600,60,0.5,good,"[[339722  89840  27030]
 [340265  75885  26979]
 [346679  82890  27091]
 [338905  74502  26772]]"
82,1,1.0,1.0,1.0,864691136357471324,2,"[[351839  91058  27284]
 [349567  97065  26976]]",5600,60,0.5,good,"[[351813  91039  27288]
 [349555  96963  26981]]"
83,1,1.0,1.0,1.0,864691136343165555,2,"[[357525  81584  25828]
 [358640  81180  25734]]",5600,60,0.5,good,"[[357488  81606  25828]
 [358750  81177  25733]]"
84,1,1.0,1.0,1.0,864691134890549721,2,"[[351987  86221  25848]
 [352110  86192  25831]]",5600,60,0.5,good,"[[351944  86214  25848]
 [352152  86225  25833]]"
85,1,0.3333333333333333,0.5,0.4,864691135652094947,2,"[[347271  87374  25828]
 [347862  89018  24930]]",5600,60,0.5,good,"[[346747  85522  25314]
 [347576  88046  25783]
 [347973  89179  24923]]"
86,1,0.5,0.7,0.5833333333333334,864691135609152739,10,"[[350303  87245  25848]
 [352494  73961  24070]
 [361312  78217  23289]
 [355414  99032  24187]
 [362931  90693  23843]
 [369298  84988  24004]
 [363628  84718  23270]
 [359997  79012  22863]
 [363894  77910  22917]
 [368113  80177  22869]]",5600,60,0.5,good,"[[358844  80274  23894]
 [362347  89419  24482]
 [352466  73911  24069]
 [355398  99066  24189]
 [350185  86872  25809]
 [359910  78931  22887]
 [360937  78457  23396]
 [363869  77945  22917]
 [352899  85230  25362]
 [369105  85061  24029]
 [368168  80458  22862]
 [362948  90714  23843]
 [364450  79961  22916]
 [363725  84810  23339]]"
87,1,1.0,1.0,1.0,864691135702260616,2,"[[111700 241689  22797]
 [110188 241117  22872]]",5600,60,0.5,good,"[[111942 241652  22804]
 [110192 241131  22871]]"
88,1,1.0,1.0,1.0,864691136235124174,2,"[[116186 247468  23275]
 [114619 246629  23503]]",5600,60,0.5,good,"[[114601 246525  23504]
 [116254 247524  23270]]"
89,1,0.3333333333333333,0.5,0.4,864691136584897745,2,"[[103037 175591  18434]
 [ 99978 172371  18836]]",5600,60,0.5,good,"[[102566 175754  18514]
 [100025 172391  18841]
 [100598 173451  18529]]"
90,1,1.0,1.0,1.0,864691135258412858,2,"[[104045 175065  18434]
 [104250 162713  19999]]",5600,60,0.5,good,"[[104032 175057  18433]
 [104252 162706  20001]]"
91,1,1.0,1.0,1.0,864691134996628976,2,"[[ 84884 179330  16386]
 [ 84548 179822  16236]]",5600,60,0.5,good,"[[ 84445 179825  16237]
 [ 85007 179272  16385]]"
92,1,0.0,0.0,0.0,864691132647441812,2,"[[125649 172835  17141]
 [125655 172900  17179]]",5600,60,0.5,good,nan
93,1,0.5,1.0,0.6666666666666666,864691135507956420,2,"[[104286 187511  18434]
 [108856 189773  20406]]",5600,60,0.5,good,"[[108846 189769  20405]
 [105972 191181  19451]
 [105533 189775  20143]
 [104436 187241  18433]]"
94,1,0.25,0.5,0.3333333333333333,864691136947970766,2,"[[103922 176481  18434]
 [100014 169299  19066]]",5600,60,0.5,good,"[[104093 175184  18439]
 [100367 169045  19093]
 [103908 176509  18433]
 [103968 175461  18454]]"
95,1,1.0,1.0,1.0,864691136810680430,2,"[[116389 195392  19326]
 [121899 191082  17880]]",5600,60,0.5,good,"[[116355 195430  19328]
 [121897 191047  17878]]"
96,1,1.0,1.0,1.0,864691135089638001,2,"[[122789 154701  20649]
 [122688 151314  20558]]",5600,60,0.5,good,"[[122670 151365  20556]
 [122741 154732  20649]]"
97,1,0.3333333333333333,0.5,0.4,864691135319600870,2,"[[106608 111803  20796]
 [ 98290  97555  21045]]",5600,60,0.5,good,"[[104888 104418  20466]
 [106868 111697  20734]
 [ 98246  97532  21044]]"
98,1,1.0,1.0,1.0,864691136558839249,2,"[[103138 188530  21200]
 [ 91780 189141  20879]]",5600,60,0.5,good,"[[103248 188529  21199]
 [ 91808 189489  20894]]"
99,1,0.5,0.5,0.5,864691135458639120,2,"[[127475 206611  21525]
 [128120 207267  21512]]",5600,60,0.5,good,"[[127612 207235  21463]
 [127407 206535  21524]]"
