,run,precision,recall,f1,seg_id,num_endpoints,endpoints,invalidation_d,num_bilaplacian_iters,decimation_factor,comments,proposed_endpoints
68,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,864691135632675511,3,"[[286807  94503  18046]
 [291939  86875  18287]
 [286266  89000  18566]]",5800,70,0.6,good,"[[291650  87524  18291]
 [286236  88981  18566]
 [286751  94586  18047]]"
69,1,0.5,0.5,0.5,864691135707508054,2,"[[299555 102903  17377]
 [299986 100770  17256]]",5800,70,0.6,good,"[[299154 102248  17323]
 [299971 100721  17257]]"
70,1,0.5,0.5,0.5,864691135008495997,2,"[[280639  88256  18965]
 [280377  87163  19077]]",5800,70,0.6,good,"[[280358  87068  19072]
 [281205  87759  19069]]"
71,1,0.3333333333333333,0.5,0.4,864691135867535786,2,"[[299386 144111  17853]
 [308152 142095  17214]]",5800,70,0.6,good,"[[306434 144520  17638]
 [299323 144073  17853]
 [307756 141465  17254]]"
72,1,1.0,1.0,1.0,864691133661730792,2,"[[283057 132640  16711]
 [282934 132656  16737]]",5800,70,0.6,good,"[[283048 132630  16709]
 [282878 132673  16735]]"
73,1,1.0,1.0,1.0,864691136615450396,2,"[[300397  94652  17399]
 [303732  84897  16745]]",5800,70,0.6,good,"[[303739  84904  16746]
 [300363  94654  17400]]"
74,1,0.5,0.5,0.5,864691135650898103,2,"[[284058  92219  17275]
 [280477  80185  16526]]",5800,70,0.6,good,"[[283572  91530  17213]
 [280459  80131  16525]]"
75,1,1.0,1.0,1.0,864691135279907910,2,"[[142439 252626  22975]
 [144188 253104  22654]]",5800,70,0.6,good,"[[142418 252613  22975]
 [144165 253112  22652]]"
76,1,0.6666666666666666,1.0,0.8,864691134977448021,2,"[[114021 233743  22040]
 [112548 233575  22682]]",5800,70,0.6,good,"[[112904 233951  22281]
 [113897 234154  22039]
 [112561 233555  22687]]"
77,1,1.0,1.0,1.0,864691134235862095,2,"[[133389 255584  22054]
 [133595 255928  22130]]",5800,70,0.6,good,"[[133617 255964  22130]
 [133535 255842  22053]]"
78,1,0.5,1.0,0.6666666666666666,864691136123301507,2,"[[119057 255814  24248]
 [120636 255518  25187]]",5800,70,0.6,good,"[[117897 255367  24833]
 [120627 255514  25186]
 [117865 255176  24823]
 [119185 255810  24247]]"
79,1,0.42857142857142855,1.0,0.6,864691135434940914,3,"[[115300 229294  20749]
 [ 89806 185302  20453]
 [ 91679 127944  19550]]",5800,70,0.6,good,"[[ 91687 127783  19551]
 [115389 229217  20727]
 [ 98162 182652  19612]
 [104498 199459  19944]
 [ 95997 164083  19657]
 [ 89631 185373  20468]
 [ 96400 163400  19549]]"
80,1,0.5,1.0,0.6666666666666666,864691135816837566,2,"[[127036 252594  22227]
 [142688 236562  22581]]",5800,70,0.6,good,"[[141761 239123  22632]
 [141888 237931  22588]
 [127035 252620  22225]
 [142708 236576  22579]]"
81,1,0.75,1.0,0.8571428571428571,864691135621495904,3,"[[346497  82778  27090]
 [339051  74578  26769]
 [339905  90093  27016]]",5800,70,0.6,good,"[[339722  89841  27030]
 [340266  75884  26979]
 [346678  82890  27091]
 [338906  74502  26772]]"
82,1,1.0,1.0,1.0,864691136357471324,2,"[[351839  91058  27284]
 [349567  97065  26976]]",5800,70,0.6,good,"[[351813  91039  27288]
 [349556  96962  26981]]"
83,1,1.0,1.0,1.0,864691136343165555,2,"[[357525  81584  25828]
 [358640  81180  25734]]",5800,70,0.6,good,"[[357488  81606  25828]
 [358748  81179  25733]]"
84,1,1.0,1.0,1.0,864691134890549721,2,"[[351987  86221  25848]
 [352110  86192  25831]]",5800,70,0.6,good,"[[351945  86213  25848]
 [352151  86226  25833]]"
85,1,0.3333333333333333,0.5,0.4,864691135652094947,2,"[[347271  87374  25828]
 [347862  89018  24930]]",5800,70,0.6,good,"[[346746  85521  25314]
 [347576  88045  25783]
 [347973  89179  24923]]"
86,1,0.5384615384615384,0.7,0.608695652173913,864691135609152739,10,"[[350303  87245  25848]
 [352494  73961  24070]
 [361312  78217  23289]
 [355414  99032  24187]
 [362931  90693  23843]
 [369298  84988  24004]
 [363628  84718  23270]
 [359997  79012  22863]
 [363894  77910  22917]
 [368113  80177  22869]]",5800,70,0.6,good,"[[358844  80274  23894]
 [362346  89420  24482]
 [352466  73912  24069]
 [355398  99065  24189]
 [350184  86871  25809]
 [359911  78932  22887]
 [360937  78457  23396]
 [363869  77946  22917]
 [369105  85060  24029]
 [368168  80457  22862]
 [362947  90714  23843]
 [364448  79961  22916]
 [363725  84809  23339]]"
87,1,1.0,1.0,1.0,864691135702260616,2,"[[111700 241689  22797]
 [110188 241117  22872]]",5800,70,0.6,good,"[[111941 241652  22804]
 [110193 241131  22871]]"
88,1,1.0,1.0,1.0,864691136235124174,2,"[[116186 247468  23275]
 [114619 246629  23503]]",5800,70,0.6,good,"[[114600 246526  23504]
 [116254 247524  23270]]"
89,1,0.3333333333333333,0.5,0.4,864691136584897745,2,"[[103037 175591  18434]
 [ 99978 172371  18836]]",5800,70,0.6,good,"[[102566 175755  18514]
 [100025 172391  18841]
 [100598 173452  18529]]"
90,1,1.0,1.0,1.0,864691135258412858,2,"[[104045 175065  18434]
 [104250 162713  19999]]",5800,70,0.6,good,"[[104033 175055  18433]
 [104252 162707  20001]]"
91,1,1.0,1.0,1.0,864691134996628976,2,"[[ 84884 179330  16386]
 [ 84548 179822  16236]]",5800,70,0.6,good,"[[ 84446 179825  16237]
 [ 85007 179273  16385]]"
92,1,1.0,1.0,1.0,864691132647441812,2,"[[125649 172835  17141]
 [125655 172900  17179]]",5800,70,0.6,good,"[[125654 172825  17141]
 [125654 172875  17177]]"
93,1,0.5,1.0,0.6666666666666666,864691135507956420,2,"[[104286 187511  18434]
 [108856 189773  20406]]",5800,70,0.6,good,"[[108846 189769  20405]
 [105533 189776  20142]
 [104436 187241  18433]
 [105964 191170  19451]]"
94,1,0.25,0.5,0.3333333333333333,864691136947970766,2,"[[103922 176481  18434]
 [100014 169299  19066]]",5800,70,0.6,good,"[[104093 175184  18439]
 [100366 169045  19093]
 [103908 176508  18433]
 [103967 175457  18455]]"
95,1,1.0,1.0,1.0,864691136810680430,2,"[[116389 195392  19326]
 [121899 191082  17880]]",5800,70,0.6,good,"[[116356 195430  19328]
 [121889 191051  17877]]"
96,1,1.0,1.0,1.0,864691135089638001,2,"[[122789 154701  20649]
 [122688 151314  20558]]",5800,70,0.6,good,"[[122671 151366  20556]
 [122742 154730  20649]]"
97,1,0.3333333333333333,0.5,0.4,864691135319600870,2,"[[106608 111803  20796]
 [ 98290  97555  21045]]",5800,70,0.6,good,"[[104889 104418  20466]
 [106867 111698  20734]
 [ 98246  97533  21044]]"
98,1,1.0,1.0,1.0,864691136558839249,2,"[[103138 188530  21200]
 [ 91780 189141  20879]]",5800,70,0.6,good,"[[103247 188530  21199]
 [ 91807 189489  20894]]"
99,1,0.5,0.5,0.5,864691135458639120,2,"[[127475 206611  21525]
 [128120 207267  21512]]",5800,70,0.6,good,"[[127613 207234  21463]
 [127408 206535  21524]]"
