,run,precision,recall,f1,seg_id,num_endpoints,endpoints,invalidation_d,cube_side_len,decimation_factor,comments,proposed_endpoints
137,138,0.10526315789473684,0.6666666666666666,0.18181818181818182,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,600,0.6911111111111111,good,"[[127575 180825  21817]
 [143625 168975  22417]
 [129975 178425  22042]
 [146025 168975  22012]
 [138525 174525  22402]
 [129825 173325  22117]
 [137175 174075  22537]
 [143175 167775  22432]
 [134475 174975  22492]
 [130725 179175  22192]
 [140625 171375  22537]
 [128175 172425  22207]
 [129375 176775  22117]
 [131775 175275  22432]
 [137775 173325  22522]
 [130275 176775  22372]
 [145125 168975  22132]
 [127725 168675  22177]
 [127725 175425  22282]]"
138,139,0.10526315789473684,0.6666666666666666,0.18181818181818182,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,600,0.7455555555555555,good,"[[127575 180825  21817]
 [143625 168975  22417]
 [129975 178425  22042]
 [146025 168975  22012]
 [138525 174525  22402]
 [129825 173325  22117]
 [137175 174075  22537]
 [143175 167775  22432]
 [134475 174975  22492]
 [130725 179175  22192]
 [140625 171375  22537]
 [128175 172425  22207]
 [129375 176775  22117]
 [131775 175275  22432]
 [137775 173325  22522]
 [130275 176775  22372]
 [145125 168975  22132]
 [127725 168675  22177]
 [127725 175425  22282]]"
139,140,0.10526315789473684,0.6666666666666666,0.18181818181818182,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,600,0.8,good,"[[127575 180825  21817]
 [143625 168975  22417]
 [129975 178425  22042]
 [146025 168975  22012]
 [138525 174525  22402]
 [129825 173325  22117]
 [137175 174075  22537]
 [143175 167775  22432]
 [134475 174975  22492]
 [130725 179175  22192]
 [140625 171375  22537]
 [128175 172425  22207]
 [129375 176775  22117]
 [131775 175275  22432]
 [137775 173325  22522]
 [130275 176775  22372]
 [145125 168975  22132]
 [127725 168675  22177]
 [127725 175425  22282]]"
140,141,0.16666666666666666,1.0,0.2857142857142857,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,650,0.31,good,"[[127481 180781  21815]
 [144868 169081  22140]
 [140643 171356  22546]
 [146006 169081  22010]
 [137881 173631  22530]
 [133818 174931  22465]
 [139181 172818  22498]
 [129756 173468  22124]
 [132356 175093  22433]
 [129593 176718  22124]
 [132031 175256  22400]
 [129268 178181  22221]
 [137231 174281  22546]
 [138531 174606  22400]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]
 [139668 173956  22433]]"
141,142,0.16666666666666666,1.0,0.2857142857142857,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,650,0.36444444444444446,good,"[[127481 180781  21815]
 [144868 169081  22140]
 [140643 171356  22546]
 [146006 169081  22010]
 [137881 173631  22530]
 [133818 174931  22465]
 [139181 172818  22498]
 [129756 173468  22124]
 [132356 175093  22433]
 [129593 176718  22124]
 [132031 175256  22400]
 [129268 178181  22221]
 [137231 174281  22546]
 [138531 174606  22400]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]
 [139668 173956  22433]]"
142,143,0.16666666666666666,1.0,0.2857142857142857,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,650,0.41888888888888887,good,"[[127481 180781  21815]
 [144868 169081  22140]
 [140643 171356  22546]
 [146006 169081  22010]
 [137881 173631  22530]
 [133818 174931  22465]
 [139181 172818  22498]
 [129756 173468  22124]
 [132356 175093  22433]
 [129593 176718  22124]
 [132031 175256  22400]
 [129268 178181  22221]
 [137231 174281  22546]
 [138531 174606  22400]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]
 [139668 173956  22433]]"
143,144,0.16666666666666666,1.0,0.2857142857142857,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,650,0.47333333333333333,good,"[[127481 180781  21815]
 [144868 169081  22140]
 [140643 171356  22546]
 [146006 169081  22010]
 [137881 173631  22530]
 [133818 174931  22465]
 [139181 172818  22498]
 [129756 173468  22124]
 [132356 175093  22433]
 [129593 176718  22124]
 [132031 175256  22400]
 [129268 178181  22221]
 [137231 174281  22546]
 [138531 174606  22400]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]
 [139668 173956  22433]]"
144,145,0.16666666666666666,1.0,0.2857142857142857,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,650,0.5277777777777778,good,"[[127481 180781  21815]
 [144868 169081  22140]
 [140643 171356  22546]
 [146006 169081  22010]
 [137881 173631  22530]
 [133818 174931  22465]
 [139181 172818  22498]
 [129756 173468  22124]
 [132356 175093  22433]
 [129593 176718  22124]
 [132031 175256  22400]
 [129268 178181  22221]
 [137231 174281  22546]
 [138531 174606  22400]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]
 [139668 173956  22433]]"
145,146,0.16666666666666666,1.0,0.2857142857142857,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,650,0.5822222222222222,good,"[[127481 180781  21815]
 [144868 169081  22140]
 [140643 171356  22546]
 [146006 169081  22010]
 [137881 173631  22530]
 [133818 174931  22465]
 [139181 172818  22498]
 [129756 173468  22124]
 [132356 175093  22433]
 [129593 176718  22124]
 [132031 175256  22400]
 [129268 178181  22221]
 [137231 174281  22546]
 [138531 174606  22400]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]
 [139668 173956  22433]]"
146,147,0.16666666666666666,1.0,0.2857142857142857,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,650,0.6366666666666667,good,"[[127481 180781  21815]
 [144868 169081  22140]
 [140643 171356  22546]
 [146006 169081  22010]
 [137881 173631  22530]
 [133818 174931  22465]
 [139181 172818  22498]
 [129756 173468  22124]
 [132356 175093  22433]
 [129593 176718  22124]
 [132031 175256  22400]
 [129268 178181  22221]
 [137231 174281  22546]
 [138531 174606  22400]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]
 [139668 173956  22433]]"
147,148,0.16666666666666666,1.0,0.2857142857142857,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,650,0.6911111111111111,good,"[[127481 180781  21815]
 [144868 169081  22140]
 [140643 171356  22546]
 [146006 169081  22010]
 [137881 173631  22530]
 [133818 174931  22465]
 [139181 172818  22498]
 [129756 173468  22124]
 [132356 175093  22433]
 [129593 176718  22124]
 [132031 175256  22400]
 [129268 178181  22221]
 [137231 174281  22546]
 [138531 174606  22400]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]
 [139668 173956  22433]]"
148,149,0.16666666666666666,1.0,0.2857142857142857,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,650,0.7455555555555555,good,"[[127481 180781  21815]
 [144868 169081  22140]
 [140643 171356  22546]
 [146006 169081  22010]
 [137881 173631  22530]
 [133818 174931  22465]
 [139181 172818  22498]
 [129756 173468  22124]
 [132356 175093  22433]
 [129593 176718  22124]
 [132031 175256  22400]
 [129268 178181  22221]
 [137231 174281  22546]
 [138531 174606  22400]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]
 [139668 173956  22433]]"
149,150,0.16666666666666666,1.0,0.2857142857142857,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,650,0.8,good,"[[127481 180781  21815]
 [144868 169081  22140]
 [140643 171356  22546]
 [146006 169081  22010]
 [137881 173631  22530]
 [133818 174931  22465]
 [139181 172818  22498]
 [129756 173468  22124]
 [132356 175093  22433]
 [129593 176718  22124]
 [132031 175256  22400]
 [129268 178181  22221]
 [137231 174281  22546]
 [138531 174606  22400]
 [127643 175418  22286]
 [127643 168268  22156]
 [143731 168918  22400]
 [139668 173956  22433]]"
150,151,0.1,0.6666666666666666,0.1739130434782609,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,700,0.31,good,"[[130462 177187  22408]
 [127487 181037  21813]
 [143237 167737  22461]
 [146037 168962  22006]
 [137287 174387  22548]
 [129937 178412  22041]
 [129762 173337  22128]
 [129587 176662  22128]
 [132387 175087  22426]
 [138162 174562  22391]
 [139562 173862  22443]
 [129412 178237  22216]
 [130812 179112  22198]
 [143762 168787  22408]
 [145162 168962  22146]
 [129237 168962  22076]
 [137812 173337  22531]
 [127662 168612  22181]
 [127662 175262  22268]
 [140612 171062  22531]]"
151,152,0.1,0.6666666666666666,0.1739130434782609,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,700,0.36444444444444446,good,"[[130462 177187  22408]
 [127487 181037  21813]
 [143237 167737  22461]
 [146037 168962  22006]
 [137287 174387  22548]
 [129937 178412  22041]
 [129762 173337  22128]
 [129587 176662  22128]
 [132387 175087  22426]
 [138162 174562  22391]
 [139562 173862  22443]
 [129412 178237  22216]
 [130812 179112  22198]
 [143762 168787  22408]
 [145162 168962  22146]
 [129237 168962  22076]
 [137812 173337  22531]
 [127662 168612  22181]
 [127662 175262  22268]
 [140612 171062  22531]]"
152,153,0.1,0.6666666666666666,0.1739130434782609,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,700,0.41888888888888887,good,"[[130462 177187  22408]
 [127487 181037  21813]
 [143237 167737  22461]
 [146037 168962  22006]
 [137287 174387  22548]
 [129937 178412  22041]
 [129762 173337  22128]
 [129587 176662  22128]
 [132387 175087  22426]
 [138162 174562  22391]
 [139562 173862  22443]
 [129412 178237  22216]
 [130812 179112  22198]
 [143762 168787  22408]
 [145162 168962  22146]
 [129237 168962  22076]
 [137812 173337  22531]
 [127662 168612  22181]
 [127662 175262  22268]
 [140612 171062  22531]]"
153,154,0.1,0.6666666666666666,0.1739130434782609,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,700,0.47333333333333333,good,"[[130462 177187  22408]
 [127487 181037  21813]
 [143237 167737  22461]
 [146037 168962  22006]
 [137287 174387  22548]
 [129937 178412  22041]
 [129762 173337  22128]
 [129587 176662  22128]
 [132387 175087  22426]
 [138162 174562  22391]
 [139562 173862  22443]
 [129412 178237  22216]
 [130812 179112  22198]
 [143762 168787  22408]
 [145162 168962  22146]
 [129237 168962  22076]
 [137812 173337  22531]
 [127662 168612  22181]
 [127662 175262  22268]
 [140612 171062  22531]]"
154,155,0.1,0.6666666666666666,0.1739130434782609,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,700,0.5277777777777778,good,"[[130462 177187  22408]
 [127487 181037  21813]
 [143237 167737  22461]
 [146037 168962  22006]
 [137287 174387  22548]
 [129937 178412  22041]
 [129762 173337  22128]
 [129587 176662  22128]
 [132387 175087  22426]
 [138162 174562  22391]
 [139562 173862  22443]
 [129412 178237  22216]
 [130812 179112  22198]
 [143762 168787  22408]
 [145162 168962  22146]
 [129237 168962  22076]
 [137812 173337  22531]
 [127662 168612  22181]
 [127662 175262  22268]
 [140612 171062  22531]]"
155,156,0.1,0.6666666666666666,0.1739130434782609,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,700,0.5822222222222222,good,"[[130462 177187  22408]
 [127487 181037  21813]
 [143237 167737  22461]
 [146037 168962  22006]
 [137287 174387  22548]
 [129937 178412  22041]
 [129762 173337  22128]
 [129587 176662  22128]
 [132387 175087  22426]
 [138162 174562  22391]
 [139562 173862  22443]
 [129412 178237  22216]
 [130812 179112  22198]
 [143762 168787  22408]
 [145162 168962  22146]
 [129237 168962  22076]
 [137812 173337  22531]
 [127662 168612  22181]
 [127662 175262  22268]
 [140612 171062  22531]]"
156,157,0.1,0.6666666666666666,0.1739130434782609,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,700,0.6366666666666667,good,"[[130462 177187  22408]
 [127487 181037  21813]
 [143237 167737  22461]
 [146037 168962  22006]
 [137287 174387  22548]
 [129937 178412  22041]
 [129762 173337  22128]
 [129587 176662  22128]
 [132387 175087  22426]
 [138162 174562  22391]
 [139562 173862  22443]
 [129412 178237  22216]
 [130812 179112  22198]
 [143762 168787  22408]
 [145162 168962  22146]
 [129237 168962  22076]
 [137812 173337  22531]
 [127662 168612  22181]
 [127662 175262  22268]
 [140612 171062  22531]]"
157,158,0.1,0.6666666666666666,0.1739130434782609,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,700,0.6911111111111111,good,"[[130462 177187  22408]
 [127487 181037  21813]
 [143237 167737  22461]
 [146037 168962  22006]
 [137287 174387  22548]
 [129937 178412  22041]
 [129762 173337  22128]
 [129587 176662  22128]
 [132387 175087  22426]
 [138162 174562  22391]
 [139562 173862  22443]
 [129412 178237  22216]
 [130812 179112  22198]
 [143762 168787  22408]
 [145162 168962  22146]
 [129237 168962  22076]
 [137812 173337  22531]
 [127662 168612  22181]
 [127662 175262  22268]
 [140612 171062  22531]]"
158,159,0.1,0.6666666666666666,0.1739130434782609,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,700,0.7455555555555555,good,"[[130462 177187  22408]
 [127487 181037  21813]
 [143237 167737  22461]
 [146037 168962  22006]
 [137287 174387  22548]
 [129937 178412  22041]
 [129762 173337  22128]
 [129587 176662  22128]
 [132387 175087  22426]
 [138162 174562  22391]
 [139562 173862  22443]
 [129412 178237  22216]
 [130812 179112  22198]
 [143762 168787  22408]
 [145162 168962  22146]
 [129237 168962  22076]
 [137812 173337  22531]
 [127662 168612  22181]
 [127662 175262  22268]
 [140612 171062  22531]]"
159,160,0.1,0.6666666666666666,0.1739130434782609,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,700,0.8,good,"[[130462 177187  22408]
 [127487 181037  21813]
 [143237 167737  22461]
 [146037 168962  22006]
 [137287 174387  22548]
 [129937 178412  22041]
 [129762 173337  22128]
 [129587 176662  22128]
 [132387 175087  22426]
 [138162 174562  22391]
 [139562 173862  22443]
 [129412 178237  22216]
 [130812 179112  22198]
 [143762 168787  22408]
 [145162 168962  22146]
 [129237 168962  22076]
 [137812 173337  22531]
 [127662 168612  22181]
 [127662 175262  22268]
 [140612 171062  22531]]"
160,161,0.125,1.0,0.2222222222222222,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,750,0.31,good,"[[130781 175968  22396]
 [127593 181218  21815]
 [127593 168093  22134]
 [127593 175406  22284]
 [145968 169031  22003]
 [130406 177093  22415]
 [142781 167531  22265]
 [131718 175218  22415]
 [139406 173906  22434]
 [140906 171468  22546]
 [130031 178406  22040]
 [137718 173531  22509]
 [139218 172781  22509]
 [134531 176156  22509]
 [129843 178031  22265]
 [129843 173343  22115]
 [129843 179531  22134]
 [143718 168843  22415]
 [129656 176718  22115]
 [137343 174468  22546]
 [138843 173531  22509]
 [144843 169031  22134]
 [129281 178218  22228]
 [129281 179343  22134]]"
161,162,0.125,1.0,0.2222222222222222,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,750,0.36444444444444446,good,"[[130781 175968  22396]
 [127593 181218  21815]
 [127593 168093  22134]
 [127593 175406  22284]
 [145968 169031  22003]
 [130406 177093  22415]
 [142781 167531  22265]
 [131718 175218  22415]
 [139406 173906  22434]
 [140906 171468  22546]
 [130031 178406  22040]
 [137718 173531  22509]
 [139218 172781  22509]
 [134531 176156  22509]
 [129843 178031  22265]
 [129843 173343  22115]
 [129843 179531  22134]
 [143718 168843  22415]
 [129656 176718  22115]
 [137343 174468  22546]
 [138843 173531  22509]
 [144843 169031  22134]
 [129281 178218  22228]
 [129281 179343  22134]]"
162,163,0.125,1.0,0.2222222222222222,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,750,0.41888888888888887,good,"[[130781 175968  22396]
 [127593 181218  21815]
 [127593 168093  22134]
 [127593 175406  22284]
 [145968 169031  22003]
 [130406 177093  22415]
 [142781 167531  22265]
 [131718 175218  22415]
 [139406 173906  22434]
 [140906 171468  22546]
 [130031 178406  22040]
 [137718 173531  22509]
 [139218 172781  22509]
 [134531 176156  22509]
 [129843 178031  22265]
 [129843 173343  22115]
 [129843 179531  22134]
 [143718 168843  22415]
 [129656 176718  22115]
 [137343 174468  22546]
 [138843 173531  22509]
 [144843 169031  22134]
 [129281 178218  22228]
 [129281 179343  22134]]"
163,164,0.125,1.0,0.2222222222222222,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,750,0.47333333333333333,good,"[[130781 175968  22396]
 [127593 181218  21815]
 [127593 168093  22134]
 [127593 175406  22284]
 [145968 169031  22003]
 [130406 177093  22415]
 [142781 167531  22265]
 [131718 175218  22415]
 [139406 173906  22434]
 [140906 171468  22546]
 [130031 178406  22040]
 [137718 173531  22509]
 [139218 172781  22509]
 [134531 176156  22509]
 [129843 178031  22265]
 [129843 173343  22115]
 [129843 179531  22134]
 [143718 168843  22415]
 [129656 176718  22115]
 [137343 174468  22546]
 [138843 173531  22509]
 [144843 169031  22134]
 [129281 178218  22228]
 [129281 179343  22134]]"
164,165,0.125,1.0,0.2222222222222222,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,750,0.5277777777777778,good,"[[130781 175968  22396]
 [127593 181218  21815]
 [127593 168093  22134]
 [127593 175406  22284]
 [145968 169031  22003]
 [130406 177093  22415]
 [142781 167531  22265]
 [131718 175218  22415]
 [139406 173906  22434]
 [140906 171468  22546]
 [130031 178406  22040]
 [137718 173531  22509]
 [139218 172781  22509]
 [134531 176156  22509]
 [129843 178031  22265]
 [129843 173343  22115]
 [129843 179531  22134]
 [143718 168843  22415]
 [129656 176718  22115]
 [137343 174468  22546]
 [138843 173531  22509]
 [144843 169031  22134]
 [129281 178218  22228]
 [129281 179343  22134]]"
165,166,0.125,1.0,0.2222222222222222,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,750,0.5822222222222222,good,"[[130781 175968  22396]
 [127593 181218  21815]
 [127593 168093  22134]
 [127593 175406  22284]
 [145968 169031  22003]
 [130406 177093  22415]
 [142781 167531  22265]
 [131718 175218  22415]
 [139406 173906  22434]
 [140906 171468  22546]
 [130031 178406  22040]
 [137718 173531  22509]
 [139218 172781  22509]
 [134531 176156  22509]
 [129843 178031  22265]
 [129843 173343  22115]
 [129843 179531  22134]
 [143718 168843  22415]
 [129656 176718  22115]
 [137343 174468  22546]
 [138843 173531  22509]
 [144843 169031  22134]
 [129281 178218  22228]
 [129281 179343  22134]]"
166,167,0.125,1.0,0.2222222222222222,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,750,0.6366666666666667,good,"[[130781 175968  22396]
 [127593 181218  21815]
 [127593 168093  22134]
 [127593 175406  22284]
 [145968 169031  22003]
 [130406 177093  22415]
 [142781 167531  22265]
 [131718 175218  22415]
 [139406 173906  22434]
 [140906 171468  22546]
 [130031 178406  22040]
 [137718 173531  22509]
 [139218 172781  22509]
 [134531 176156  22509]
 [129843 178031  22265]
 [129843 173343  22115]
 [129843 179531  22134]
 [143718 168843  22415]
 [129656 176718  22115]
 [137343 174468  22546]
 [138843 173531  22509]
 [144843 169031  22134]
 [129281 178218  22228]
 [129281 179343  22134]]"
167,168,0.125,1.0,0.2222222222222222,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,750,0.6911111111111111,good,"[[130781 175968  22396]
 [127593 181218  21815]
 [127593 168093  22134]
 [127593 175406  22284]
 [145968 169031  22003]
 [130406 177093  22415]
 [142781 167531  22265]
 [131718 175218  22415]
 [139406 173906  22434]
 [140906 171468  22546]
 [130031 178406  22040]
 [137718 173531  22509]
 [139218 172781  22509]
 [134531 176156  22509]
 [129843 178031  22265]
 [129843 173343  22115]
 [129843 179531  22134]
 [143718 168843  22415]
 [129656 176718  22115]
 [137343 174468  22546]
 [138843 173531  22509]
 [144843 169031  22134]
 [129281 178218  22228]
 [129281 179343  22134]]"
168,169,0.125,1.0,0.2222222222222222,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,750,0.7455555555555555,good,"[[130781 175968  22396]
 [127593 181218  21815]
 [127593 168093  22134]
 [127593 175406  22284]
 [145968 169031  22003]
 [130406 177093  22415]
 [142781 167531  22265]
 [131718 175218  22415]
 [139406 173906  22434]
 [140906 171468  22546]
 [130031 178406  22040]
 [137718 173531  22509]
 [139218 172781  22509]
 [134531 176156  22509]
 [129843 178031  22265]
 [129843 173343  22115]
 [129843 179531  22134]
 [143718 168843  22415]
 [129656 176718  22115]
 [137343 174468  22546]
 [138843 173531  22509]
 [144843 169031  22134]
 [129281 178218  22228]
 [129281 179343  22134]]"
169,170,0.125,1.0,0.2222222222222222,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,750,0.8,good,"[[130781 175968  22396]
 [127593 181218  21815]
 [127593 168093  22134]
 [127593 175406  22284]
 [145968 169031  22003]
 [130406 177093  22415]
 [142781 167531  22265]
 [131718 175218  22415]
 [139406 173906  22434]
 [140906 171468  22546]
 [130031 178406  22040]
 [137718 173531  22509]
 [139218 172781  22509]
 [134531 176156  22509]
 [129843 178031  22265]
 [129843 173343  22115]
 [129843 179531  22134]
 [143718 168843  22415]
 [129656 176718  22115]
 [137343 174468  22546]
 [138843 173531  22509]
 [144843 169031  22134]
 [129281 178218  22228]
 [129281 179343  22134]]"
170,171,0.15789473684210525,1.0,0.2727272727272727,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,800,0.31,good,"[[137500 174300  22550]
 [139100 172900  22510]
 [127500 180700  21810]
 [133900 174900  22450]
 [143700 168900  22410]
 [140300 171300  22510]
 [131900 175100  22410]
 [144900 169100  22150]
 [128100 174500  22350]
 [129700 173500  22130]
 [139500 173900  22430]
 [146100 168900  22010]
 [129500 176700  22110]
 [137700 173700  22530]
 [127700 175700  22310]
 [127700 168300  22190]
 [140900 171300  22550]
 [129300 178300  22230]
 [142500 167500  22330]]"
171,172,0.15789473684210525,1.0,0.2727272727272727,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,800,0.36444444444444446,good,"[[137500 174300  22550]
 [139100 172900  22510]
 [127500 180700  21810]
 [133900 174900  22450]
 [143700 168900  22410]
 [140300 171300  22510]
 [131900 175100  22410]
 [144900 169100  22150]
 [128100 174500  22350]
 [129700 173500  22130]
 [139500 173900  22430]
 [146100 168900  22010]
 [129500 176700  22110]
 [137700 173700  22530]
 [127700 175700  22310]
 [127700 168300  22190]
 [140900 171300  22550]
 [129300 178300  22230]
 [142500 167500  22330]]"
172,173,0.15789473684210525,1.0,0.2727272727272727,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,800,0.41888888888888887,good,"[[137500 174300  22550]
 [139100 172900  22510]
 [127500 180700  21810]
 [133900 174900  22450]
 [143700 168900  22410]
 [140300 171300  22510]
 [131900 175100  22410]
 [144900 169100  22150]
 [128100 174500  22350]
 [129700 173500  22130]
 [139500 173900  22430]
 [146100 168900  22010]
 [129500 176700  22110]
 [137700 173700  22530]
 [127700 175700  22310]
 [127700 168300  22190]
 [140900 171300  22550]
 [129300 178300  22230]
 [142500 167500  22330]]"
173,174,0.15789473684210525,1.0,0.2727272727272727,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,800,0.47333333333333333,good,"[[137500 174300  22550]
 [139100 172900  22510]
 [127500 180700  21810]
 [133900 174900  22450]
 [143700 168900  22410]
 [140300 171300  22510]
 [131900 175100  22410]
 [144900 169100  22150]
 [128100 174500  22350]
 [129700 173500  22130]
 [139500 173900  22430]
 [146100 168900  22010]
 [129500 176700  22110]
 [137700 173700  22530]
 [127700 175700  22310]
 [127700 168300  22190]
 [140900 171300  22550]
 [129300 178300  22230]
 [142500 167500  22330]]"
174,175,0.15789473684210525,1.0,0.2727272727272727,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,800,0.5277777777777778,good,"[[137500 174300  22550]
 [139100 172900  22510]
 [127500 180700  21810]
 [133900 174900  22450]
 [143700 168900  22410]
 [140300 171300  22510]
 [131900 175100  22410]
 [144900 169100  22150]
 [128100 174500  22350]
 [129700 173500  22130]
 [139500 173900  22430]
 [146100 168900  22010]
 [129500 176700  22110]
 [137700 173700  22530]
 [127700 175700  22310]
 [127700 168300  22190]
 [140900 171300  22550]
 [129300 178300  22230]
 [142500 167500  22330]]"
175,176,0.15789473684210525,1.0,0.2727272727272727,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,800,0.5822222222222222,good,"[[137500 174300  22550]
 [139100 172900  22510]
 [127500 180700  21810]
 [133900 174900  22450]
 [143700 168900  22410]
 [140300 171300  22510]
 [131900 175100  22410]
 [144900 169100  22150]
 [128100 174500  22350]
 [129700 173500  22130]
 [139500 173900  22430]
 [146100 168900  22010]
 [129500 176700  22110]
 [137700 173700  22530]
 [127700 175700  22310]
 [127700 168300  22190]
 [140900 171300  22550]
 [129300 178300  22230]
 [142500 167500  22330]]"
176,177,0.15789473684210525,1.0,0.2727272727272727,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,800,0.6366666666666667,good,"[[137500 174300  22550]
 [139100 172900  22510]
 [127500 180700  21810]
 [133900 174900  22450]
 [143700 168900  22410]
 [140300 171300  22510]
 [131900 175100  22410]
 [144900 169100  22150]
 [128100 174500  22350]
 [129700 173500  22130]
 [139500 173900  22430]
 [146100 168900  22010]
 [129500 176700  22110]
 [137700 173700  22530]
 [127700 175700  22310]
 [127700 168300  22190]
 [140900 171300  22550]
 [129300 178300  22230]
 [142500 167500  22330]]"
177,178,0.15789473684210525,1.0,0.2727272727272727,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",4200,800,0.6911111111111111,good,"[[137500 174300  22550]
 [139100 172900  22510]
 [127500 180700  21810]
 [133900 174900  22450]
 [143700 168900  22410]
 [140300 171300  22510]
 [131900 175100  22410]
 [144900 169100  22150]
 [128100 174500  22350]
 [129700 173500  22130]
 [139500 173900  22430]
 [146100 168900  22010]
 [129500 176700  22110]
 [137700 173700  22530]
 [127700 175700  22310]
 [127700 168300  22190]
 [140900 171300  22550]
 [129300 178300  22230]
 [142500 167500  22330]]"
